decade,key,tempo_bin,count,major_ratio,avg_tempo
1980,8,125,32,0.6875,127.3915313
1980,9,125,191,0.664921466,127.5476911
1980,10,125,68,0.602941176,127.5204853
1980,11,125,116,0.327586207,127.4057931
1990,0,125,285,0.877192982,127.4593053
1990,1,125,155,0.696774194,127.3208258
1990,2,125,323,0.829721362,127.3441238
1990,3,125,55,0.709090909,127.3556182
1990,4,125,239,0.527196653,127.3575356
1990,5,125,167,0.724550898,127.6489641
1990,6,125,132,0.53030303,127.3644394
1990,7,125,324,0.867283951,127.5430617
1990,8,125,110,0.745454545,127.5652364
1990,9,125,302,0.685430464,127.3796921
1990,10,125,137,0.510948905,127.3454672
1990,11,125,200,0.395,127.442715
2000,0,125,707,0.800565771,127.4206139
2000,1,125,511,0.712328767,127.2607828
2000,2,125,592,0.807432432,127.2617889
2000,3,125,159,0.622641509,127.1422138
2000,4,125,463,0.490280778,127.2831425
2000,5,125,357,0.593837535,127.2551821
2000,6,125,370,0.502702703,127.3625946
2000,7,125,718,0.828690808,127.2333607
2000,8,125,312,0.759615385,127.2793365
2000,9,125,630,0.603174603,127.3160635
2000,10,125,320,0.446875,127.2502938
2000,11,125,553,0.3960217,127.281226
2010,0,125,17,0.764705882,127.8374118
2010,1,125,4,0.75,127.63525
2010,2,125,11,0.818181818,127.3950909
2010,3,125,4,0.5,127.63825
2010,4,125,11,0.636363636,126.3149091
2010,5,125,11,0.545454545,127.3216364
2010,6,125,7,0,127.2572857
2010,7,125,17,0.705882353,126.8119412
2010,8,125,4,0.75,126.934
2010,9,125,14,0.571428571,127.0158571
2010,10,125,3,0.666666667,127.6713333
2010,11,125,12,0.583333333,127.0175
1940,0,130,2,1,133.6545
1940,2,130,1,1,133.1
1940,6,130,1,1,130.271
1950,0,130,5,0.8,131.9564
1950,2,130,5,0.8,131.9998
1950,3,130,1,1,134.4
1950,5,130,3,0.333333333,133.9586667
1950,6,130,2,1,134.6685
1950,7,130,3,0.666666667,132.447
1950,8,130,2,1,130.977
1950,9,130,5,0.8,132.0158
1950,11,130,2,0.5,133.3455
1960,0,130,26,0.961538462,132.6432692
1960,1,130,5,1,131.9038
1960,2,130,25,0.72,132.23448
1960,3,130,5,0.8,132.8322
1960,4,130,13,0.692307692,132.1168462
1960,5,130,14,0.928571429,132.9654286
1960,6,130,3,1,131.1076667
1960,7,130,30,0.833333333,132.3509333
1960,8,130,6,0.833333333,133.2361667
1960,9,130,21,0.952380952,132.3269524
1960,10,130,7,0.428571429,132.3042857
1960,11,130,5,0.6,132.634
1970,0,130,75,0.906666667,132.3314
1970,1,130,28,0.678571429,132.3944286
1970,2,130,103,0.805825243,132.7061456
1970,3,130,20,0.7,132.00545
1970,4,130,72,0.541666667,132.5073056
1970,5,130,40,0.75,132.4514
1970,6,130,18,0.5,132.5495556
1970,7,130,75,0.826666667,132.1375467
1970,8,130,14,0.928571429,132.3205
1970,9,130,81,0.728395062,132.492037
1970,10,130,24,0.541666667,132.5803333
1970,11,130,38,0.526315789,132.3601316
1980,0,130,139,0.81294964,132.2220144
1980,1,130,59,0.593220339,132.2117797
1980,2,130,121,0.801652893,132.3272397
1980,3,130,22,0.636363636,132.3971364
1980,4,130,103,0.54368932,132.2293398
1980,5,130,59,0.762711864,132.1208644
1980,6,130,52,0.442307692,132.5099038
1980,7,130,140,0.828571429,132.21815
1980,8,130,42,0.738095238,132.0322381
1980,9,130,154,0.668831169,132.2336688
1980,10,130,42,0.714285714,132.2789048
1980,11,130,95,0.305263158,132.2778947
1990,0,130,255,0.858823529,132.2024039
1990,1,130,167,0.706586826,132.1760299
1990,2,130,266,0.834586466,132.3284323
1990,3,130,48,0.770833333,132.2010833
1990,4,130,203,0.571428571,132.2297783
1990,5,130,140,0.707142857,132.4142071
1990,6,130,121,0.487603306,132.1696612
1990,7,130,330,0.893939394,132.3157242
1990,8,130,108,0.75,132.2202315
1990,9,130,313,0.651757188,132.2955112
1990,10,130,124,0.572580645,132.3916371
1990,11,130,185,0.4,132.1235459
2000,0,130,669,0.807174888,132.0699417
2000,1,130,421,0.660332542,132.069886
2000,2,130,564,0.787234043,132.1543706
2000,3,130,184,0.625,132.3064891
2000,4,130,448,0.491071429,132.0372321
2000,5,130,342,0.596491228,132.0359386
2000,6,130,364,0.554945055,131.9936676
2000,7,130,628,0.839171975,132.0571019
2000,8,130,269,0.717472119,132.0531227
2000,9,130,624,0.599358974,132.0670929
2000,10,130,276,0.536231884,132.1786667
2000,11,130,481,0.37006237,131.9513763
2010,0,130,11,0.818181818,131.7029091
2010,1,130,11,0.545454545,131.3088182
2010,2,130,3,1,132.377
2010,3,130,1,1,130.674
2010,4,130,6,0.833333333,131.2675
2010,5,130,3,0.333333333,132.6426667
2010,6,130,10,0.5,132.4826
2010,7,130,13,0.692307692,132.8281538
2010,8,130,5,0.8,132.505
2010,9,130,9,0.555555556,131.2336667
2010,10,130,6,0.5,131.8721667
2010,11,130,12,0.25,132.52475
1940,4,135,1,0,136.344
1950,0,135,3,0.666666667,137.58
1950,1,135,3,1,137.6993333
1950,2,135,1,1,136.858
1950,3,135,1,1,136.243
1950,4,135,2,0,139.2845
1950,5,135,1,1,135.697
1950,6,135,1,1,137.99
1950,7,135,3,1,137.2286667
1950,8,135,2,1,136.8355
1950,9,135,2,0.5,139.3335
1950,11,135,1,0,135.232
1960,0,135,18,0.722222222,137.7160556
1960,1,135,6,0.833333333,137.7693333
1960,2,135,12,0.75,137.043
1960,3,135,5,0.8,137.8228
1960,4,135,14,0.642857143,137.5060714
1960,5,135,13,0.692307692,138.0101538
1960,6,135,6,1,138.2478333
1960,7,135,15,0.866666667,137.5510667
1960,8,135,3,1,136.03
1960,9,135,16,0.6875,137.53625
1960,10,135,10,0.8,137.3392
1960,11,135,14,0.571428571,138.3964286
1970,0,135,55,0.890909091,137.2203091
1970,1,135,23,0.826086957,137.8598696
1970,2,135,55,0.927272727,137.5695091
1970,3,135,13,0.615384615,137.2849231
1970,4,135,58,0.586206897,137.283931
1970,5,135,34,0.794117647,137.3692647
1970,6,135,19,0.578947368,137.5557895
1970,7,135,64,0.859375,137.40975
1970,8,135,16,0.875,138.171
1970,9,135,63,0.73015873,137.6628413
1970,10,135,22,0.727272727,137.4039545
1970,11,135,32,0.34375,137.5414375
1980,0,135,125,0.872,137.407392
1980,1,135,49,0.755102041,137.0985714
1980,2,135,116,0.767241379,137.4670603
1980,3,135,22,0.772727273,137.1690455
1980,4,135,93,0.602150538,137.3088602
1980,5,135,73,0.671232877,137.2579041
1980,6,135,39,0.461538462,137.1392308
1980,7,135,109,0.899082569,137.4079174
1980,8,135,39,0.743589744,137.2998205
1980,9,135,169,0.644970414,137.5004438
1980,10,135,47,0.595744681,137.4662766
1980,11,135,67,0.402985075,137.399791
1990,0,135,245,0.848979592,137.558449
1990,1,135,121,0.694214876,137.3777438
1990,2,135,261,0.835249042,137.3592261
1990,3,135,47,0.70212766,137.3838511
1990,4,135,212,0.570754717,137.2246745
1990,5,135,133,0.69924812,137.5031504
1990,6,135,106,0.433962264,137.5501887
1990,7,135,253,0.849802372,137.462253
1990,8,135,93,0.784946237,137.0695161
1990,9,135,289,0.678200692,137.4316817
1990,10,135,94,0.595744681,137.4272979
1990,11,135,149,0.456375839,137.2659866
2000,0,135,560,0.803571429,137.219975
2000,1,135,328,0.670731707,137.3591433
2000,2,135,534,0.765917603,137.2737004
2000,3,135,148,0.635135135,137.3987162
2000,4,135,407,0.491400491,137.3979115
2000,5,135,310,0.641935484,137.3448032
2000,6,135,302,0.529801325,137.2848444
2000,7,135,547,0.828153565,137.2362614
2000,8,135,232,0.719827586,137.4042414
2000,9,135,569,0.585237258,137.2389982
2000,10,135,230,0.62173913,137.1666957
2000,11,135,446,0.417040359,137.2912354
2010,0,135,10,0.8,137.6272
2010,1,135,5,0.6,136.3858
2010,2,135,8,0.875,136.856125
2010,3,135,2,0.5,138.3545
2010,4,135,6,0.666666667,137.8368333
2010,5,135,6,0.833333333,137.6153333
2010,6,135,6,0.166666667,136.0438333
2010,7,135,10,1,137.5005
2010,8,135,3,1,137.9513333
2010,9,135,6,0.833333333,137.2665
2010,10,135,4,0.5,137.95575
2010,11,135,10,0.4,137.6671
1920,2,140,1,1,143.925
1920,3,140,1,1,142.967
1940,4,140,2,1,141.287
1940,6,140,1,1,141.474
1940,7,140,1,0,143.073
1950,0,140,2,0,144.5635
1950,1,140,2,1,143.7815
1950,2,140,2,1,144.5655
1950,3,140,1,1,140.187
1950,4,140,3,1,142.9383333
1950,5,140,5,0.6,142.3556
1950,6,140,1,1,143.572
1950,7,140,3,0.666666667,142.339
1950,8,140,5,0.8,141.5626
1950,10,140,1,1,142.443
1960,0,140,21,0.857142857,142.1128571
1960,1,140,6,1,143.1885
1960,2,140,15,0.866666667,141.9858
1960,3,140,2,1,142.9475
1960,4,140,11,0.818181818,142.4796364
1960,5,140,9,0.888888889,141.427
1960,6,140,7,0.714285714,142.8537143
1960,7,140,13,0.923076923,141.9677692
1960,8,140,10,0.9,142.4661
1960,9,140,19,0.789473684,142.6238421
1960,10,140,4,1,142.59575
1960,11,140,2,0.5,140.694
1970,0,140,55,0.890909091,142.1261455
1970,1,140,19,0.578947368,142.1165789
1970,2,140,69,0.84057971,142.5268116
1970,3,140,7,1,142.5704286
1970,4,140,44,0.454545455,142.2512045
1970,5,140,30,0.766666667,142.5036333
1970,6,140,12,0.416666667,143.1171667
1970,7,140,69,0.898550725,142.5055217
1970,8,140,5,0.8,141.8124
1970,9,140,45,0.8,142.4145556
1970,10,140,18,0.777777778,142.6929444
1970,11,140,24,0.375,142.55825
1980,0,140,89,0.876404494,142.6241685
1980,1,140,31,0.677419355,142.0809355
1980,2,140,108,0.87037037,142.4503426
1980,3,140,16,0.75,142.5216875
1980,4,140,78,0.602564103,142.2843974
1980,5,140,43,0.720930233,141.9466512
1980,6,140,38,0.421052632,142.5272632
1980,7,140,82,0.902439024,142.4965366
1980,8,140,34,0.764705882,142.1905
1980,9,140,141,0.687943262,142.2283901
1980,10,140,45,0.733333333,142.3466889
1980,11,140,69,0.391304348,142.3020435
1990,0,140,194,0.835051546,142.1508918
1990,1,140,121,0.702479339,142.2147438
1990,2,140,224,0.870535714,142.4195536
1990,3,140,61,0.672131148,142.0937049
1990,4,140,175,0.571428571,142.4956514
1990,5,140,121,0.58677686,142.2945537
1990,6,140,109,0.467889908,142.4205872
1990,7,140,235,0.89787234,142.361034
1990,8,140,68,0.735294118,142.2276176
1990,9,140,240,0.704166667,142.2289208
1990,10,140,88,0.693181818,142.2444886
1990,11,140,147,0.469387755,142.1492585
2000,0,140,550,0.783636364,141.9714691
2000,1,140,363,0.663911846,142.180562
2000,2,140,525,0.815238095,142.003061
2000,3,140,171,0.701754386,142.3271287
2000,4,140,454,0.519823789,142.2552599
2000,5,140,308,0.662337662,141.969474
2000,6,140,299,0.565217391,141.8568462
2000,7,140,561,0.846702317,142.0934902
2000,8,140,231,0.753246753,142.1692511
2000,9,140,554,0.620938628,142.0215126
2000,10,140,244,0.56147541,141.9688361
2000,11,140,391,0.445012788,142.029624
2010,0,140,9,0.888888889,142.3438889
2010,1,140,10,0.8,141.2516
2010,2,140,5,0.8,142.2972
2010,3,140,4,0.75,140.59725
2010,4,140,11,0.545454545,141.5744545
2010,5,140,6,0.333333333,141.0658333
2010,6,140,8,0.5,141.8025
2010,7,140,12,0.833333333,142.1245833
2010,8,140,5,0.6,140.6622
2010,9,140,12,0.75,142.05275
2010,10,140,4,0.25,142.90275
2010,11,140,7,0.142857143,141.9121429
1930,0,145,1,1,146.818
1940,0,145,1,0,149.403
1950,0,145,2,0.5,148.815
1950,1,145,1,1,147.607
1950,2,145,2,0.5,147.7905
1950,6,145,1,0,147.061
1950,7,145,3,0.666666667,148.572
1950,8,145,3,0.666666667,148.586
1950,9,145,2,1,147.7625
1950,10,145,5,0.6,147.888
1960,0,145,19,0.842105263,147.2638421
1960,1,145,5,1,147.6046
1960,2,145,20,0.85,147.0608
1960,3,145,1,1,149.85
1960,4,145,8,0.5,146.83825
1960,5,145,11,0.818181818,147.2314545
1960,6,145,4,0.75,148.29075
1960,7,145,9,1,147.7651111
1960,8,145,1,1,145.924
1960,9,145,7,0.428571429,148.3735714
1960,10,145,6,0.833333333,148.07
1960,11,145,5,0.4,146.6524
1970,0,145,32,0.75,147.7026875
1970,1,145,16,0.875,147.2190625
1970,2,145,70,0.8,147.3537857
1970,3,145,6,0.833333333,147.317
1970,4,145,36,0.611111111,148.0326389
1970,5,145,33,0.787878788,147.4655758
1970,6,145,11,0.636363636,147.7864545
1970,7,145,55,0.890909091,147.2848545
1970,8,145,13,0.923076923,147.0818462
1970,9,145,61,0.721311475,147.5378197
1970,10,145,11,0.545454545,147.7052727
1970,11,145,30,0.3,147.5504333
1980,0,145,100,0.86,147.36162
1980,1,145,39,0.641025641,146.9061282
1980,2,145,102,0.882352941,147.3137157
1980,3,145,13,0.692307692,147.461
1980,4,145,71,0.521126761,147.3835211
1980,5,145,43,0.813953488,147.6273023
1980,6,145,37,0.432432432,147.3815405
1980,7,145,81,0.864197531,147.6554074
1980,8,145,22,0.818181818,147.6606364
1980,9,145,86,0.73255814,147.4834302
1980,10,145,30,0.8,147.5573667
1980,11,145,60,0.466666667,147.5498667
1990,0,145,178,0.91011236,147.2418764
1990,1,145,89,0.741573034,147.3102135
1990,2,145,215,0.813953488,147.4675767
1990,3,145,40,0.85,147.71565
1990,4,145,159,0.51572327,147.4988113
1990,5,145,98,0.734693878,147.3158571
1990,6,145,72,0.5,146.9844167
1990,7,145,197,0.837563452,147.2534315
1990,8,145,72,0.75,147.3032778
1990,9,145,212,0.688679245,147.3443585
1990,10,145,61,0.557377049,147.5075738
1990,11,145,122,0.475409836,147.3072869
2000,0,145,414,0.809178744,147.2612826
2000,1,145,268,0.660447761,147.3708545
2000,2,145,452,0.767699115,147.3624646
2000,3,145,131,0.610687023,147.2099466
2000,4,145,351,0.578347578,147.27549
2000,5,145,288,0.618055556,147.285875
2000,6,145,207,0.531400966,147.2417536
2000,7,145,449,0.832962138,147.3035969
2000,8,145,208,0.745192308,147.0433029
2000,9,145,423,0.640661939,147.3560615
2000,10,145,183,0.595628415,147.4431257
2000,11,145,313,0.440894569,147.3937125
2010,0,145,4,1,148.30275
2010,1,145,2,0,146.4795
2010,2,145,9,0.888888889,146.8887778
2010,3,145,1,0,149.61
2010,4,145,4,0.5,147.37025
2010,5,145,1,1,147.793
2010,6,145,6,0.666666667,146.8793333
2010,7,145,4,0.75,147.611
2010,8,145,5,0.6,147.2646
2010,9,145,4,0.5,147.3865
2010,10,145,6,0.5,147.2318333
2010,11,145,8,0.5,148.661375
1930,7,150,1,1,153.755
1940,9,150,1,1,151.135
1950,0,150,1,0,150.19
1950,1,150,1,1,153.043
1950,2,150,4,0.5,153.6105
1950,4,150,2,1,153.928
1950,5,150,2,0,151.316
1950,7,150,3,1,153.1776667
1950,8,150,3,1,152.9553333
1950,9,150,2,1,151.7845
1950,10,150,2,1,151.037
1950,11,150,1,1,151.605
1960,0,150,10,1,152.2927
1960,1,150,3,1,152.8306667
1960,2,150,11,0.818181818,152.3157273
1960,3,150,3,1,152.8313333
1960,4,150,7,0.142857143,152.2608571
1960,5,150,12,0.833333333,152.31475
1960,6,150,4,0.5,153.23975
1960,7,150,8,0.75,152.3165
1960,8,150,3,1,152.4153333
1960,9,150,10,0.6,152.8897
1960,10,150,3,1,151.8763333
1960,11,150,6,0.333333333,152.8816667
1970,0,150,35,0.857142857,152.1598571
1970,1,150,16,0.75,152.855625
1970,2,150,50,0.92,152.50232
1970,3,150,5,0.6,151.8876
1970,4,150,41,0.609756098,152.4352439
1970,5,150,17,0.823529412,152.9525882
1970,6,150,15,0.533333333,152.5632667
1970,7,150,66,0.848484848,152.1284848
1970,8,150,11,0.727272727,152.5692727
1970,9,150,44,0.636363636,152.3059091
1970,10,150,9,0.777777778,152.7663333
1970,11,150,18,0.277777778,152.3556111
1980,0,150,59,0.847457627,152.9159153
1980,1,150,35,0.685714286,152.6830571
1980,2,150,81,0.790123457,152.3179877
1980,3,150,16,0.75,151.9516875
1980,4,150,57,0.561403509,152.414
1980,5,150,41,0.731707317,152.1046829
1980,6,150,26,0.384615385,152.6665
1980,7,150,68,0.985294118,152.1618824
1980,8,150,17,0.705882353,152.5084118
1980,9,150,89,0.606741573,152.2344157
1980,10,150,25,0.72,152.10876
1980,11,150,50,0.48,152.49988
1990,0,150,212,0.886792453,152.29375
1990,1,150,84,0.69047619,152.1660952
1990,2,150,204,0.882352941,152.0247451
1990,3,150,38,0.631578947,152.0834211
1990,4,150,146,0.568493151,152.4847123
1990,5,150,112,0.651785714,152.2251696
1990,6,150,84,0.428571429,152.3864762
1990,7,150,181,0.82320442,152.0239392
1990,8,150,72,0.736111111,152.0708056
1990,9,150,221,0.701357466,152.2976335
1990,10,150,88,0.613636364,152.2824545
1990,11,150,124,0.459677419,152.2161371
2000,0,150,414,0.804347826,151.9343575
2000,1,150,302,0.642384106,152.1028245
2000,2,150,452,0.772123894,152.0373274
2000,3,150,117,0.641025641,152.0646068
2000,4,150,354,0.542372881,152.0506412
2000,5,150,271,0.660516605,151.9437491
2000,6,150,240,0.5375,152.1607333
2000,7,150,444,0.797297297,152.054027
2000,8,150,179,0.720670391,151.9901341
2000,9,150,458,0.639737991,152.1007271
2000,10,150,191,0.528795812,151.9402775
2000,11,150,296,0.435810811,151.9772703
2010,0,150,9,0.444444444,151.6563333
2010,1,150,6,1,151.6243333
2010,2,150,5,1,152.504
2010,3,150,5,0.6,152.5948
2010,4,150,7,0.285714286,151.7034286
2010,5,150,4,0.75,151.678
2010,6,150,2,1,151.548
2010,7,150,6,1,152.6005
2010,8,150,3,0.333333333,152.4766667
2010,9,150,13,0.538461538,152.791
2010,10,150,2,1,152.5555
2010,11,150,2,0.5,150.999
1940,0,155,1,1,155.792
1950,0,155,5,0.8,157.3664
1950,1,155,3,1,158.6743333
1950,3,155,1,1,158.777
1950,4,155,2,0.5,158.632
1950,7,155,3,0.666666667,157.1216667
1950,8,155,2,1,155.6225
1950,9,155,3,0.666666667,157.3363333
1960,0,155,6,0.833333333,158.0626667
1960,1,155,3,1,158.7683333
1960,2,155,8,1,157.005875
1960,3,155,1,1,155.987
1960,4,155,5,0.2,156.2302
1960,5,155,2,1,157.168
1960,6,155,3,0.333333333,157.6286667
1960,7,155,5,1,158.2912
1960,8,155,3,1,156.833
1960,9,155,6,0.833333333,157.6855
1960,10,155,8,0.75,157.759375
1960,11,155,2,0,156.7365
1970,0,155,33,0.909090909,157.1268182
1970,1,155,12,0.916666667,157.8703333
1970,2,155,42,0.833333333,157.4372857
1970,3,155,3,0,156.9966667
1970,4,155,26,0.692307692,157.7943462
1970,5,155,20,0.7,157.015
1970,6,155,10,0.7,157.3659
1970,7,155,34,0.882352941,157.1381176
1970,8,155,7,0.857142857,157.5107143
1970,9,155,30,0.866666667,157.6755
1970,10,155,13,0.846153846,157.6606154
1970,11,155,13,0.153846154,156.9979231
1980,0,155,60,0.833333333,157.47155
1980,1,155,27,0.592592593,157.6184815
1980,2,155,76,0.763157895,157.5065395
1980,3,155,7,1,158.2708571
1980,4,155,49,0.510204082,157.227898
1980,5,155,46,0.804347826,157.4273043
1980,6,155,22,0.5,156.9592273
1980,7,155,54,0.925925926,157.3883333
1980,8,155,22,0.727272727,157.2826364
1980,9,155,66,0.772727273,157.4756818
1980,10,155,24,0.708333333,157.5977917
1980,11,155,37,0.405405405,157.3565135
1990,0,155,144,0.8125,157.3288611
1990,1,155,88,0.670454545,157.6030341
1990,2,155,181,0.878453039,157.4702928
1990,3,155,41,0.658536585,157.2304146
1990,4,155,166,0.554216867,157.4713253
1990,5,155,84,0.702380952,157.4475714
1990,6,155,87,0.436781609,157.3797241
1990,7,155,182,0.906593407,157.5112967
1990,8,155,74,0.743243243,157.6165946
1990,9,155,196,0.698979592,157.3108316
1990,10,155,57,0.49122807,157.2331579
1990,11,155,107,0.514018692,157.5986075
2000,0,155,350,0.802857143,157.3815857
2000,1,155,268,0.690298507,157.4334067
2000,2,155,379,0.757255937,157.2548654
2000,3,155,76,0.657894737,157.1697105
2000,4,155,322,0.540372671,157.3953075
2000,5,155,212,0.660377358,157.4479528
2000,6,155,213,0.539906103,157.1953568
2000,7,155,374,0.826203209,157.3523289
2000,8,155,162,0.716049383,157.4957407
2000,9,155,394,0.64213198,157.2328071
2000,10,155,160,0.55625,157.3476813
2000,11,155,268,0.436567164,157.3176791
2010,0,155,10,0.9,157.5711
2010,1,155,3,0.666666667,157.562
2010,2,155,6,1,156.8893333
2010,3,155,2,0.5,157.746
2010,4,155,6,0.5,157.6711667
2010,5,155,3,0,157.9843333
2010,6,155,3,0.666666667,156.8376667
2010,7,155,5,0.8,157.219
2010,8,155,4,0.75,156.73925
2010,9,155,8,0.375,156.271875
2010,10,155,2,1,155.614
2010,11,155,4,0,156.483
1920,7,160,1,0,163.95
1930,0,160,1,1,160.108
1930,1,160,1,1,163.127
1940,8,160,1,0,161.925
1950,0,160,4,0.75,163.0875
1950,1,160,2,0.5,162.0185
1950,3,160,1,1,164.825
1950,5,160,1,1,164.744
1950,7,160,2,0.5,160.6165
1950,8,160,1,1,160.476
1950,10,160,1,1,164.699
1950,11,160,1,1,163.084
1960,0,160,18,0.833333333,161.796
1960,1,160,4,0.75,160.904
1960,2,160,8,0.875,162.3235
1960,3,160,5,1,162.4662
1960,4,160,3,1,162.218
1960,5,160,8,0.75,162.25325
1960,6,160,2,0.5,160.403
1960,7,160,9,0.888888889,161.0536667
1960,8,160,5,1,162.0328
1960,9,160,13,0.692307692,162.8180769
1960,10,160,9,0.666666667,162.6127778
1960,11,160,4,0.25,162.56075
1970,0,160,26,0.769230769,162.8304231
1970,1,160,9,0.666666667,161.8673333
1970,2,160,30,0.966666667,162.8277667
1970,3,160,5,0.8,162.2404
1970,4,160,26,0.576923077,162.5486154
1970,5,160,13,0.846153846,162.0803077
1970,6,160,14,0.357142857,162.5342143
1970,7,160,35,0.971428571,162.3694286
1970,8,160,5,1,162.5688
1970,9,160,41,0.731707317,162.6071951
1970,10,160,5,0.6,162.7888
1970,11,160,17,0.352941176,162.9517059
1980,0,160,54,0.87037037,162.5190926
1980,1,160,20,0.65,163.18405
1980,2,160,60,0.883333333,162.4203167
1980,3,160,6,0.833333333,162.0513333
1980,4,160,59,0.593220339,162.2382712
1980,5,160,26,0.769230769,162.6682308
1980,6,160,14,0.428571429,162.3047857
1980,7,160,73,0.876712329,162.5003014
1980,8,160,14,0.714285714,162.2081429
1980,9,160,72,0.722222222,162.366625
1980,10,160,15,0.8,162.3818667
1980,11,160,40,0.3,162.19575
1990,0,160,174,0.856321839,162.172454
1990,1,160,105,0.666666667,162.4196095
1990,2,160,178,0.853932584,162.4034101
1990,3,160,38,0.605263158,162.3995789
1990,4,160,136,0.529411765,162.2394044
1990,5,160,93,0.655913978,162.0928925
1990,6,160,85,0.529411765,162.5144
1990,7,160,205,0.848780488,162.4109756
1990,8,160,68,0.794117647,162.5166029
1990,9,160,196,0.714285714,162.3964235
1990,10,160,77,0.480519481,162.3493377
1990,11,160,94,0.404255319,162.4661064
2000,0,160,428,0.829439252,162.0971121
2000,1,160,339,0.690265487,162.0361888
2000,2,160,401,0.793017456,162.0477082
2000,3,160,106,0.594339623,162.1897547
2000,4,160,311,0.514469453,161.9726399
2000,5,160,237,0.624472574,161.9813376
2000,6,160,216,0.574074074,162.0374444
2000,7,160,443,0.81489842,162.120447
2000,8,160,190,0.768421053,161.9693211
2000,9,160,374,0.598930481,161.9917059
2000,10,160,195,0.533333333,162.0359692
2000,11,160,308,0.422077922,162.0955357
2010,0,160,8,0.5,161.567875
2010,1,160,7,0.714285714,162.8802857
2010,2,160,5,0.6,162.1304
2010,4,160,5,0.2,162.8194
2010,5,160,11,0.727272727,161.8501818
2010,6,160,4,0.5,161.554
2010,7,160,9,1,161.6627778
2010,8,160,2,1,163.658
2010,9,160,8,0.375,161.345625
2010,10,160,4,0.75,162.03425
2010,11,160,3,0,162.8773333
1940,10,165,1,1,166.442
1950,0,165,2,0.5,167.362
1950,1,165,1,0,165.68
1950,2,165,2,1,168.445
1950,4,165,2,1,166.2185
1950,5,165,1,1,169.86
1950,8,165,1,1,166.913
1950,9,165,2,0.5,169.5915
1950,10,165,3,0.333333333,167.8226667
1960,0,165,11,0.818181818,167.0088182
1960,1,165,5,0.8,168.0012
1960,2,165,14,0.928571429,167.0984286
1960,3,165,1,1,165.37
1960,4,165,3,0.333333333,166.7836667
1960,5,165,8,0.5,167.50475
1960,6,165,1,0,167.743
1960,7,165,10,0.9,168.0445
1960,8,165,2,0.5,168.576
1960,9,165,15,0.733333333,167.3568
1960,10,165,5,1,167.2986
1960,11,165,2,0.5,167.312
1970,0,165,33,0.909090909,167.2389091
1970,1,165,10,0.7,166.4733
1970,2,165,27,0.888888889,167.0559259
1970,3,165,3,1,166.9836667
1970,4,165,24,0.791666667,166.7994167
1970,5,165,20,0.8,167.6253
1970,6,165,12,0.583333333,167.4108333
1970,7,165,31,0.935483871,167.3970968
1970,8,165,12,1,167.21225
1970,9,165,38,0.763157895,167.2867368
1970,10,165,14,0.714285714,167.3380714
1970,11,165,11,0.363636364,167.5872727
1980,0,165,61,0.868852459,167.4274426
1980,1,165,20,0.75,167.6907
1980,2,165,43,0.930232558,167.1545581
1980,3,165,9,0.666666667,167.9154444
1980,4,165,39,0.564102564,167.3615385
1980,5,165,31,0.741935484,167.776
1980,6,165,30,0.5,167.7283667
1980,7,165,44,0.931818182,167.6109091
1980,8,165,13,0.923076923,168.0138462
1980,9,165,67,0.656716418,167.3919701
1980,10,165,21,0.476190476,167.1531429
1980,11,165,30,0.5,167.4782
1990,0,165,137,0.868613139,167.2196934
1990,1,165,107,0.747663551,167.571972
1990,2,165,169,0.828402367,167.297426
1990,3,165,27,0.592592593,167.4801852
1990,4,165,119,0.521008403,167.6023866
1990,5,165,88,0.647727273,167.2880455
1990,6,165,69,0.550724638,167.4942754
1990,7,165,158,0.892405063,167.4773481
1990,8,165,59,0.796610169,167.6448305
1990,9,165,185,0.610810811,167.3720811
1990,10,165,63,0.428571429,167.4375079
1990,11,165,91,0.395604396,167.4103297
2000,0,165,302,0.80794702,167.3795993
2000,1,165,260,0.680769231,167.1914346
2000,2,165,359,0.818941504,167.3584206
2000,3,165,74,0.743243243,167.1424459
2000,4,165,276,0.456521739,167.2407101
2000,5,165,194,0.639175258,167.2752165
2000,6,165,215,0.511627907,167.1863023
2000,7,165,365,0.830136986,167.2624219
2000,8,165,172,0.726744186,167.4249942
2000,9,165,293,0.672354949,167.3931126
2000,10,165,180,0.433333333,167.1975722
2000,11,165,220,0.409090909,167.3661727
2010,0,165,1,0,169.507
2010,1,165,6,0.666666667,167.3251667
2010,2,165,3,1,166.989
2010,3,165,1,0,165.984
2010,4,165,5,0.8,166.6758
2010,5,165,6,0.5,166.9171667
2010,6,165,2,0.5,166.338
2010,7,165,5,1,169.0446
2010,8,165,1,0,166.362
2010,9,165,5,0.6,167.5066
2010,10,165,1,0,167.031
2010,11,165,7,0.571428571,167.9698571
1950,0,170,1,1,174.641
1950,6,170,1,1,172.863
1950,7,170,1,1,172.333
1950,8,170,1,1,171.257
1950,9,170,2,1,172.4295
1960,0,170,9,0.888888889,172.2978889
1960,1,170,2,0.5,172.367
1960,2,170,9,0.888888889,171.9165556
1960,3,170,3,0.666666667,171.6236667
1960,4,170,5,0.4,171.4224
1960,5,170,7,1,172.5982857
1960,6,170,2,0.5,172.0725
1960,7,170,6,0.833333333,172.8343333
1960,8,170,1,1,171.545
1960,9,170,4,0.75,172.549
1960,11,170,5,0.4,171.5256
1970,0,170,26,0.923076923,172.4001923
